"group_id","tag_id"
"375832","3882"
"375832","10232"
"375832","10451"
"375832","15117"
"375832","15892"
"375832","16011"
"377773","381"
"377773","1002"
"377773","1238"
"377773","6761"
"377773","10102"
"377773","10209"
"377773","14983"
"377773","15236"
"377773","15401"
"377773","15405"
"377773","15582"
"377773","15585"
"377773","15903"
"377773","17325"
"377773","21681"
"377962","185"
"377962","3304"
"377962","10080"
"377962","10574"
"377962","18074"
"377962","21183"
"377962","27353"
"377962","30474"
"377962","35600"
"377962","42879"
"377962","42880"
"377962","47911"
"377962","670242"
"378572","183"
"378936","447"
"378936","1273"
"378936","2300"
"378936","4201"
"378936","4270"
"378936","4605"
"378936","7743"
"378936","10050"
"378936","15196"
"378936","16464"
"378936","17665"
"378936","17866"
"378936","19558"
"378936","21264"
"378936","22783"
"381455","244"
"381455","309"
"381455","1322"
"381455","9816"
"384547","303"
"384547","486"
"384547","770"
"384547","1052"
"384547","1216"
"384547","1400"
"384547","1545"
"384547","3862"
"384547","17252"
"384547","30176"
"384547","37479"
"384547","74176"
"384547","283381"
"392059","498"
"392059","713"
"392059","4392"
"392059","4422"
"396630","659"
"396630","6761"
"396630","9696"
"396630","10209"
"406703","130"
"406703","264"
"406703","498"
"406703","1122"
"406703","1273"
"406703","4422"
"406703","10122"
"406703","10581"
"406703","15117"
"406703","17571"
"406703","17866"
"406703","19146"
"406703","20246"
"410989","85"
"410989","429"
"410989","434"
"410989","456"
"410989","682"
"410989","804"
"410989","849"
"410989","1372"
"410989","2234"
"410989","4417"
"410989","23003"
"410989","24553"
"410989","38404"
"410989","51048"
"410989","63863"
"419507","893"
"419507","1641"
"419507","4422"
"419507","9696"
"419507","27994"
"419553","264"
"419553","374"
"419553","579"
"419553","638"
"419553","2294"
"419553","15046"
"419553","15117"
"419553","15672"
"419553","15832"
"419553","15892"
"419553","18617"
"424043","1238"
"424043","1330"
"424043","2532"
"424043","2767"
"426262","16"
"426262","381"
"426262","389"
"426262","1238"
"426262","2394"
"426262","9816"
"426262","10117"
"426262","10232"
"426262","15236"
"426262","15497"
"426262","17625"
"426262","23633"
"426262","45805"
"426262","60929"
"426912","1521"
"426912","2278"
"426912","9315"
"426912","17571"
"427274","429"
"427274","1851"
"427274","1954"
"427274","9696"
"427274","23357"
"429660","495"
"429660","970"
"429660","9792"
"429660","15992"
"429660","16174"
"429660","16714"
"429660","16814"
"429660","17785"
"429660","17866"
"429660","18071"
"429660","19585"
"429660","26369"
"429660","114698"
"437842","563"
"437842","659"
"437842","1040"
"437842","9886"
"437842","10209"
"437842","15582"
"437842","20837"
"446493","3459"
"446493","72094"
"453245","191"
"453245","381"
"453245","2394"
"453245","2624"
"453245","10117"
"454756","1348"
"455214","1372"
"455214","3833"
"455214","4253"
"455214","4422"
"455214","9696"
"455214","18362"
"457049","381"
"457049","1040"
"457049","58162"
"457049","121802"
"457049","149894"
"460484","563"
"460484","1980"
"460484","9696"
"460484","15849"
"460484","15998"
"460484","16902"
"460484","17510"
"460484","57242"
"460484","90270"
"460484","95359"
"460484","108403"
"460986","243"
"460986","774"
"460986","1322"
"460986","3336"
"460986","3382"
"460986","4422"
"460986","8649"
"460986","9816"
"460986","10290"
"460986","10306"
"460986","16144"
"460986","17866"
"460986","18608"
"460986","21136"
"460986","63660"
"463066","885"
"463066","1307"
"463066","2064"
"463066","8649"
"463066","10117"
"463066","10424"
"463066","15516"
"463066","16165"
"463066","16502"
"463066","17028"
"463066","19045"
"463066","22568"
"463066","67613"
"466597","264"
"466597","498"
"466597","611"
"466597","3250"
"466597","15903"
"466597","19112"
"467837","254"
"467837","264"
"467837","9792"
"479907","264"
"479907","713"
"479907","10232"
"479907","15144"
"479907","15454"
"479907","16181"
"479907","16330"
"479907","17866"
"479907","20500"
"479907","21453"
"479907","35873"
"479907","132175"
"479907","385691"
"480475","407"
"480475","1348"
"480475","4082"
"480475","9853"
"480475","18278"
"480475","18976"
"480475","23108"
"487514","849"
"493740","10481"
"493740","10503"
"493740","15581"
"493740","19870"
"493740","21458"
"497338","264"
"497338","498"
"497338","611"
"497338","713"
"497338","1273"
"497338","4422"
"497338","8652"
"497338","10581"
"497338","15117"
"497338","15892"
"497338","16330"
"497338","17571"
"497338","17866"
"497338","20246"
"497576","264"
"497576","374"
"497576","377"
"497576","1273"
"497576","1998"
"497576","4422"
"497576","15117"
"497576","15892"
"497576","16179"
"497576","16207"
"497576","17104"
"497576","17866"
"497576","19039"
"497576","58395"
"499357","1307"
"499357","2027"
"499357","2064"
"499357","10117"
"499357","18964"
"499455","264"
"499455","713"
"499455","2494"
"499455","10232"
"499455","15117"
"499455","16261"
"499455","18634"
"499455","18639"
"499634","381"
"499634","389"
"499634","1238"
"499634","1330"
"499634","4422"
"499634","6761"
"499634","8304"
"499634","10117"
"499634","14983"
"499634","15585"
"499634","17325"
"499634","17742"
"499634","21681"
"499634","22773"
"500057","495"
"503711","1670"
"503711","10481"
"503711","10503"
"503711","16018"
"503711","16240"
"503711","21191"
"503711","21989"
"505310","590"
"505512","132"
"505512","174"
"505512","501"
"505512","2256"
"505512","8652"
"505512","36407"
"505512","53946"
"508924","1201"
"508924","1724"
"508924","4392"
"508924","4422"
"510015","264"
"510015","498"
"510015","1122"
"510015","3009"
"510015","3475"
"510015","3998"
"510015","4392"
"510015","4422"
"510015","15760"
"510015","17571"
"510015","17993"
"510015","19146"
"510015","24854"
"510015","133547"
"512067","228"
"512067","264"
"512067","392"
"512067","495"
"512067","611"
"512067","713"
"512067","3882"
"512067","10232"
"512067","15144"
"512067","15413"
"512067","15940"
"512067","16550"
"512067","16800"
"512067","115000"
"514065","264"
"514065","407"
"514065","611"
"514065","638"
"514065","713"
"514065","1273"
"514065","1998"
"514065","3882"
"514065","8649"
"514065","10232"
"514065","10451"
"514065","10581"
"514065","15144"
"514065","16330"
"514065","17866"
"517611","1110"
"517907","185"
"517907","18074"
"517907","21334"
"517907","27353"
"517907","27564"
"517907","42879"
"517907","42880"
"519684","1488"
"519684","3438"
"519684","3833"
"519684","3849"
"519684","5938"
"519684","10043"
"519684","10117"
"519684","21549"
"519684","25435"
"519684","37330"
"519684","50223"
"519684","57414"
"520986","3475"
"520986","3998"
"520986","10224"
"520986","17571"
"520986","18615"
"520986","19146"
"520986","20559"
"520986","41792"
"523684","1273"
"523684","1726"
"523684","9874"
"523684","10050"
"523684","10155"
"523684","15196"
"523684","16464"
"523684","16645"
"523684","17103"
"523684","17665"
"523684","18866"
"523684","21264"
"523684","21736"
"523684","36427"
"523684","61706"
"524741","659"
"524741","1002"
"524741","9696"
"524741","10209"
"527158","243"
"527158","1980"
"527158","2030"
"527158","4071"
"529583","264"
"529583","498"
"529583","713"
"529583","1273"
"529583","4392"
"529583","4422"
"529583","8652"
"529583","9760"
"529583","10454"
"529583","10581"
"529583","15117"
"529583","15720"
"529583","17571"
"529583","17866"
"529583","20246"
"537232","1566"
"544120","26452"
"544120","26453"
"544120","59433"
"550243","460"
"558691","4253"
"563292","264"
"563292","498"
"563292","4392"
"563292","4422"
"563292","9102"
"563292","9964"
"563292","15117"
"563292","16174"
"563292","16660"
"563292","16800"
"563292","17866"
"563292","17951"
"563292","21133"
"563292","26334"
"563292","28390"
"563928","15984"
"563928","26756"
"563928","28642"
"566371","1833"
"566371","18909"
"566371","133303"
"574001","374"
"574001","407"
"574001","638"
"574001","9853"
"574001","10821"
"574001","15046"
"574001","15396"
"574001","15832"
"574001","15892"
"574001","15976"
"574001","19365"
"574001","23806"
"574001","23915"
"574001","118231"
"574001","159887"
"574352","242"
"574352","264"
"574352","498"
"574352","1273"
"574352","2926"
"574352","15117"
"574352","15832"
"574352","16330"
"574352","17700"
"574352","17866"
"574352","18629"
"574352","20107"
"574352","50954"
"574352","158684"
"574352","158685"
"576227","1101"
"578883","301"
"578883","1373"
"578883","2588"
"578883","2793"
"578883","19195"
"578883","22973"
"578883","23747"
"579101","2079"
"579101","2143"
"579101","3536"
"579101","15892"
"580814","1244"
"580814","1489"
"580814","2016"
"580814","10277"
"589183","173"
"589183","264"
"589183","1193"
"589183","8652"
"589183","10581"
"589183","15018"
"589183","17301"
"589183","17866"
"589183","17951"
"589183","20137"
"589183","38464"
"589183","39174"
"589183","54268"
"589183","64662"
"595364","264"
"595364","2494"
"595364","5964"
"595364","15903"
"595364","16348"
"595364","18866"
"596744","2516"
"597530","206"
"597530","223"
"597530","6144"
"599861","188"
"599861","455"
"599861","10102"
"599861","10164"
"610825","185"
"612429","498"
"612429","611"
"612429","4392"
"612429","4422"
"612429","15139"
"612429","15634"
"612429","15635"
"612429","15720"
"612429","16660"
"612550","1153"
"612550","1523"
"612550","1948"
"612550","10168"
"626878","1428"
"629584","5950"
"637608","381"
"637608","389"
"637608","2394"
"637608","4392"
"637608","4422"
"637608","15497"
"637608","17866"
"637608","20060"
"637608","20246"
"637608","21681"
"637608","29000"
"637608","57242"
"637608","99649"
"639625","3597"
"649194","659"
"650628","4446"
"654976","1237"
"654976","8197"
"654976","10050"
"654976","10076"
"655832","611"
"655832","713"
"655832","4422"
"655832","10475"
"663856","242"
"663856","579"
"663856","6936"
"663856","10451"
"663856","15672"
"663856","17259"
"663856","18617"
"663856","20266"
"664190","498"
"664190","1244"
"664190","2467"
"664190","4422"
"665662","381"
"665662","4422"
"665662","8649"
"665662","9696"
"665662","15167"
"665662","15236"
"665662","15497"
"665662","15720"
"665662","16216"
"665662","16257"
"665662","18062"
"665662","19019"
"665662","20060"
"665662","21681"
"665662","30928"
"667328","264"
"667328","300"
"667328","713"
"667328","3250"
"669509","414"
"674008","2527"
"674008","3135"
"674008","10155"
"674008","15398"
"674008","15998"
"674008","16816"
"674008","251371"
"677520","10209"
"677520","10390"
"677520","15167"
"677520","20398"
"677520","20480"
"677520","24410"
"686833","914"
"686833","1201"
"686833","1724"
"686833","19665"
"686833","28929"
"686833","28942"
"696857","2064"
"710533","2077"
"719196","2906"
"725335","456"
"725335","2160"
"725335","2234"
"725335","9862"
"725465","4392"
"725465","9931"
"725465","17571"
"730420","484"
"730420","1307"
"730420","2027"
"730420","2064"
"730420","6364"
"730420","15088"
"730420","15516"
"730420","16502"
"730420","17028"
"730420","18964"
"730420","22568"
"730420","28595"
"730420","46403"
"745808","3262"
"745907","381"
"745907","389"
"745907","392"
"745907","1980"
"745907","2394"
"745907","4422"
"745907","7203"
"745907","9696"
"745907","10102"
"745907","10117"
"745907","10209"
"745907","10232"
"745907","15497"
"745907","16216"
"745907","21441"
"751587","381"
"751587","1954"
"751587","9696"
"751587","10263"
"757271","933"
"757271","15672"
"757271","16330"
"757271","17866"
"783442","381"
"783442","4422"
"783442","10117"
"783442","15242"
"783442","15401"
"783442","15497"
"783442","15903"
"783442","17158"
"783442","17742"
"783442","21440"
"783442","21681"
"783442","45691"
"783442","52694"
"783442","72501"
"783442","75972"
"794453","2790"
"794453","9696"
"794453","10109"
"794453","10209"
"797208","190"
"797208","455"
"797208","789"
"797208","10164"
"797208","10209"
"797208","15582"
"798939","4253"
"800291","215"
"800291","655"
"801804","264"
"801804","3250"
"801804","4422"
"801804","9772"
"813173","10481"
"813173","15013"
"813173","15581"
"813173","18432"
"813173","27289"
"813173","27640"
"813173","82670"
"817199","228"
"817199","611"
"817199","713"
"817199","1273"
"817199","3250"
"817199","15892"
"817199","16011"
"844726","381"
"844726","9696"
"844726","10209"
"844726","15167"
"844726","17158"
"844726","20346"
"844726","29000"
"844726","38968"
"844726","46616"
"844726","78565"
"844726","94589"
"844726","99649"
"844726","106382"
"844726","843662"
"860126","611"
"871325","638"
"871325","1566"
"871325","1998"
"871325","2294"
"871325","3425"
"871325","6696"
"871325","15046"
"871325","15672"
"871325","15832"
"871325","15892"
"871325","18317"
"871325","18724"
"871325","18988"
"871325","39372"
"871325","60015"
"877957","1112"
"878371","1273"
"878371","2494"
"878371","2767"
"878371","4422"
"878371","15139"
"878371","15236"
"878371","15305"
"878371","15832"
"878371","17866"
"883721","99"
"883721","7040"
"883721","10481"
"883721","10503"
"891969","264"
"891969","713"
"891969","1091"
"891969","1273"
"891969","4392"
"891969","10232"
"891969","10581"
"891969","15117"
"891969","16575"
"891969","17866"
"904495","240"
"904495","242"
"904495","401"
"904495","2516"
"909655","264"
"909655","713"
"909655","1459"
"909655","10232"
"909655","15117"
"909655","16174"
"909655","16645"
"913907","286"
"913907","317"
"913907","640"
"913907","1628"
"913907","6920"
"913907","23297"
"913907","35404"
"913907","48595"
"913907","121669"
"913907","165364"
"913907","166346"
"913907","822102"
"913907","1372452"
"923058","463"
"923058","498"
"923058","1091"
"923058","6866"
"923058","16823"
"923058","17450"
"923058","23584"
"923058","38306"
"923058","44480"
"923058","46820"
"923058","46821"
"923058","46822"
"923058","47297"
"923058","47628"
"935099","407"
"935099","9853"
"935099","10333"
"935099","10343"
"935099","10821"
"935099","15140"
"935099","16030"
"935099","19625"
"935099","20476"
"935099","22166"
"935099","23962"
"935099","45403"
"935099","59791"
"935099","79768"
"935099","83323"
"950363","381"
"950363","885"
"950363","2064"
"950363","6364"
"951398","2529"
"951398","9753"
"951398","9772"
"951398","15067"
"951398","17407"
"951398","18340"
"951398","18874"
"951398","18988"
"951398","19061"
"951398","28642"
"951398","75686"
"951398","76709"
"951398","114174"
"951884","242"
"951884","264"
"951884","381"
"951884","498"
"951884","713"
"951884","1273"
"951884","4392"
"951884","4422"
"951884","15117"
"951884","15236"
"951884","15892"
"951884","16800"
"951884","17571"
"951884","17866"
"951884","20246"
"955101","2294"
"955101","3425"
"955101","10451"
"955101","10581"
"955101","15117"
"962966","381"
"962966","1488"
"962966","3438"
"962966","10043"
"962966","15236"
"962966","16895"
"962966","16896"
"962966","19019"
"963725","638"
"963725","1496"
"963725","7993"
"963725","9772"
"969265","486"
"969265","774"
"969265","1948"
"969265","10290"
"970846","542"
"970846","914"
"970846","1201"
"970846","1724"
"970846","10574"
"970846","15940"
"970846","28942"
"972938","243"
"972938","244"
"972938","774"
"972938","1322"
"972938","4417"
"972938","9816"
"972938","10306"
"972938","17674"
"972938","18608"
"972938","21136"
"975432","1459"
"981768","1998"
"981768","4392"
"981768","15123"
"981768","16550"
"981768","16967"
"981768","17100"
"981768","17571"
"981768","18239"
"981768","19501"
"981768","24652"
"981768","41903"
"981768","54583"
"981768","116974"
"981768","140997"
"981768","1419772"
"981896","849"
"997002","1980"
"997002","9696"
"997002","15167"
"997002","15720"
"997002","18062"
"997002","19882"
"997002","21681"
"997002","22203"
"997002","24234"
"1015053","240"
"1015053","243"
"1015053","408"
"1015053","1983"
"1015053","3714"
"1015053","5951"
"1015053","8702"
"1015053","10161"
"1015053","10306"
"1015053","15478"
"1015053","17440"
"1015053","18629"
"1015053","19462"
"1015053","21136"
"1015053","24509"
"1018978","10232"
"1019433","264"
"1019433","713"
"1019433","4422"
"1019433","10102"
"1019433","15046"
"1019433","15116"
"1019433","15236"
"1019433","16660"
"1019433","19195"
"1019433","22203"
"1020825","374"
"1020825","933"
"1020825","1255"
"1020825","162992"
"1022739","1743"
"1022739","7929"
"1022739","10003"
"1022739","15067"
"1022739","53052"
"1022739","53434"
"1026199","1481"
"1026199","2556"
"1026199","4475"
"1026199","9862"
"1027663","240"
"1027663","242"
"1027663","264"
"1027663","3336"
"1027663","10161"
"1027663","10232"
"1027663","15251"
"1027663","15394"
"1027663","15672"
"1027663","15823"
"1027663","17292"
"1027663","17674"
"1027663","20627"
"1029863","243"
"1029863","264"
"1029863","309"
"1029863","408"
"1029863","498"
"1029863","713"
"1029863","1273"
"1029863","1983"
"1029863","4422"
"1029863","5951"
"1029863","10306"
"1029863","10581"
"1029863","15117"
"1029863","17866"
"1033381","188"
"1033381","1369"
"1033381","10209"
"1033381","15167"
"1033381","15472"
"1033381","65735"
"1033381","65737"
"1033831","498"
"1033831","1161"
"1033831","16684"
"1033831","17818"
"1033831","19957"
"1033831","24073"
"1033831","61916"
"1034615","596"
"1034615","849"
"1034615","1374"
"1034615","1789"
"1034615","3359"
"1034615","10356"
"1034615","24087"
"1034620","264"
"1034620","611"
"1034620","1475"
"1034620","10475"
"1038614","2767"
"1041979","1322"
"1041979","1948"
"1041979","9816"
"1041979","10290"
"1041979","16481"
"1041979","17154"
"1041979","18921"
"1045618","242"
"1045618","264"
"1045618","15307"
"1045618","15310"
"1045618","15832"
"1045618","16330"
"1045618","17588"
"1045618","17866"
"1045618","18339"
"1045618","19247"
"1045618","21691"
"1045618","22004"
"1045618","50273"
"1045618","102894"
"1047327","4392"
"1047327","15123"
"1047327","16967"
"1047327","17100"
"1047327","17571"
"1047327","18239"
"1047327","19501"
"1047327","21453"
"1047327","24652"
"1047327","41903"
"1047327","111780"
"1047327","116974"
"1047327","140997"
"1047327","1419772"
"1047327","1471852"
"1048573","220"
"1048573","774"
"1048573","1153"
"1048573","8254"
"1048573","15286"
"1048573","18604"
"1048573","18763"
"1049241","243"
"1049241","381"
"1049241","3336"
"1049241","3382"
"1049241","8649"
"1049241","10117"
"1049241","10306"
"1050569","3833"
"1050569","9848"
"1050569","15616"
"1050569","16216"
"1050569","16471"
"1050569","17279"
"1050569","18291"
"1050569","21441"
"1050569","21477"
"1050569","76089"
"1050569","78774"
"1050569","95015"
"1050569","106382"
"1050569","127567"
"1055873","231"
"1055873","303"
"1055873","486"
"1055873","770"
"1055873","3714"
"1055873","7690"
"1055873","15102"
"1056803","243"
"1056803","1138"
"1056803","3336"
"1056803","3382"
"1056803","3485"
"1056803","4417"
"1056803","8649"
"1056803","8702"
"1056803","9816"
"1056803","10306"
"1056803","10447"
"1056803","15478"
"1056803","16144"
"1056803","17866"
"1056803","18608"
"1059605","242"
"1059605","243"
"1059605","407"
"1059605","443"
"1059605","681"
"1059605","3098"
"1059605","4498"
"1059605","8352"
"1059605","10451"
"1059605","15123"
"1059605","15251"
"1059605","15394"
"1059605","15514"
"1059605","18225"
"1059605","18500"
"1068132","2926"
"1068132","10451"
"1068132","15672"
"1068132","15832"
"1068132","16330"
"1068132","17700"
"1068132","19954"
"1068132","20107"
"1068132","21013"
"1068132","26757"
"1068132","56562"
"1068431","381"
"1071428","381"
"1071428","1238"
"1071428","10102"
"1071428","44508"
"1073835","381"
"1073835","389"
"1073835","589"
"1073835","1273"
"1073835","4422"
"1073835","8304"
"1073835","10117"
"1073835","14983"
"1073835","15236"
"1073835","15405"
"1073835","15497"
"1073835","15720"
"1073835","17742"
"1073835","45890"
"1076271","495"
"1076271","638"
"1076271","1201"
"1076271","10581"
"1081201","206"
"1081201","1317"
"1081201","1789"
"1081201","10334"
"1081782","1768"
"1081782","1789"
"1081782","10333"
"1083079","243"
"1083079","264"
"1083079","1204"
"1083079","1273"
"1083079","1322"
"1083079","2030"
"1083079","3382"
"1083079","8649"
"1083079","8702"
"1083079","9816"
"1083079","10290"
"1083079","16144"
"1083079","17674"
"1083079","17866"
"1083079","44917"
"1084744","682"
"1084744","1040"
"1084744","1064"
"1084744","2400"
"1084744","7029"
"1084744","17627"
"1084744","17628"
"1084744","17936"
"1084744","20346"
"1084744","22791"
"1084744","29661"
"1084744","39012"
"1084744","46514"
"1084744","127567"
"1084744","128575"
"1085410","1488"
"1085410","3833"
"1085410","5938"
"1085410","10043"
"1086757","264"
"1086757","498"
"1086757","713"
"1086757","1273"
"1086757","2611"
"1086757","4392"
"1086757","4422"
"1086757","10581"
"1086757","15117"
"1086757","15139"
"1086757","17571"
"1086757","17757"
"1086757","17866"
"1086757","20246"
"1086757","88246"
"1096563","716"
"1096563","4377"
"1096563","10503"
"1096563","15741"
"1096563","21153"
"1096563","21154"
"1096563","22238"
"1096563","28027"
"1096563","31000"
"1096563","36886"
"1096563","41440"
"1096563","51110"
"1096563","61906"
"1096563","77202"
"1096563","329661"
"1099842","579"
"1099842","590"
"1099842","15892"
"1099842","20266"
"1107426","309"
"1107426","408"
"1107426","495"
"1107426","1983"
"1107732","264"
"1107732","392"
"1107732","713"
"1107732","4422"
"1107732","10232"
"1107732","10581"
"1107732","15075"
"1107732","16011"
"1107732","17866"
"1107732","18239"
"1107732","18528"
"1107732","19892"
"1109089","374"
"1109089","638"
"1109089","18988"
"1111266","381"
"1111266","389"
"1111266","2394"
"1111266","4422"
"1111266","10117"
"1111266","15236"
"1111266","15405"
"1111266","15497"
"1111266","15720"
"1111266","17325"
"1111266","19882"
"1111266","20744"
"1111266","21681"
"1120619","1422"
"1120619","4289"
"1120862","392"
"1120862","1307"
"1120862","3382"
"1120862","19267"
"1120862","24425"
"1129099","240"
"1129099","242"
"1129099","1482"
"1129099","10451"
"1132429","381"
"1132429","389"
"1132429","392"
"1132429","1238"
"1132429","2394"
"1132429","4422"
"1132429","10117"
"1132429","15236"
"1132429","15405"
"1132429","15497"
"1132429","17158"
"1132429","17742"
"1132429","17866"
"1132429","21283"
"1132429","21681"
"1132464","596"
"1132464","1374"
"1132464","1789"
"1132464","10356"
"1132464","17919"
"1132464","18150"
"1133696","2064"
"1133696","2394"
"1133696","2872"
"1133696","3336"
"1133696","7265"
"1133696","8649"
"1133696","8702"
"1133696","16074"
"1133696","16165"
"1133696","16433"
"1133696","16468"
"1133696","16839"
"1133696","18608"
"1133696","18692"
"1133696","49686"
"1140140","495"
"1140140","998"
"1140140","1252"
"1140140","9792"
"1142106","183"
"1142106","264"
"1142106","1676"
"1142106","3880"
"1142106","4422"
"1142106","10196"
"1142106","17866"
"1142106","42653"
"1142106","42654"
"1142106","59455"
"1142106","69792"
"1142106","74736"
"1142106","76328"
"1142106","113358"
"1153075","264"
"1153075","498"
"1153075","730"
"1153075","1091"
"1153075","10315"
"1153075","10581"
"1153075","15033"
"1153075","15117"
"1153075","15736"
"1153075","15892"
"1153075","16310"
"1153075","17866"
"1153075","20057"
"1153075","20379"
"1153075","22410"
"1153393","175"
"1153393","2278"
"1153393","16733"
"1153393","21309"
"1168011","381"
"1168011","389"
"1168011","1238"
"1168011","1330"
"1168011","2394"
"1168011","10117"
"1168011","10575"
"1168011","15236"
"1168011","15405"
"1168011","15720"
"1168011","17158"
"1168011","17325"
"1168011","21681"
"1178488","16"
"1178488","381"
"1178488","1238"
"1178488","2532"
"1179715","4422"
"1179715","10358"
"1179715","15616"
"1179715","21549"
"1179715","33008"
"1180127","235"
"1180127","713"
"1180127","2579"
"1180127","10232"
"1183975","1375"
"1183975","7929"
"1183975","9753"
"1183975","9772"
"1184530","3597"
"1189065","985"
"1189065","10183"
"1189065","17571"
"1189065","19003"
"1189065","19146"
"1189065","26536"
"1189065","73065"
"1189065","73722"
"1192527","95"
"1192527","99"
"1192527","1670"
"1192527","4521"
"1192527","16240"
"1201044","1238"
"1201044","1702"
